comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id
344,womb,1,none noted,"There are no clear recurring shapes or segmental patterns shared across multiple items in both bags. The forms in each set show divergent consonant and vowel structures, and no consistent correspondences or repeated skeletons are apparent.",16,20,0
345,path,1,none noted,"The forms in bag_a are dominated by shapes such as khun, kuŋ, ta:ŋ, and lo, with recurring syllable patterns heavily skewed towards CVN and CVC shapes with labial, dental, and velar stops. Bag_b mostly features forms centered around -la, -ra, and -na sequences, often with (C)V(C)V structures. There are no recurring or widespread shared segmental skeletons or plausible correspondences visible across both sets.",29,13,0
346,burnsomething,2,"Some m-, p-/ph-, and pu- items in both bags, but no widely recurring or robustly corresponding patterns.","While there are some forms beginning with m- (mom, mak, mari in bag_b; mai, cam, śum, šɔm in bag_a) and some items with pu- (puŋ in bag_a; puhi, kapu-, gabu- in bag_b), the shapes and consonant-vowel structures are generally quite distinct between the bags. Most similarities appear isolated rather than recurrent, and there is no strongly systematic shape similarity across multiple forms.",16,13,0
347,magic,2,"Marginal resemblance with forms such as fa:p/fa:p/fai; some presence of nasal+vowel+nasal shapes, e.g., ma:n/maan/mon/man and (mb)V(n); otherwise, consonant-vowel patterns diverge.","The presence of fa:p/fa:p (bag_a) and fai (bag_b) shows a possible but weakly consistent shape, and there are sporadic nasal-initial+vowel+nasal patterns in both sets. However, overall there is limited overlap in recurrent shapes, syllable structure, and segmental skeletons, with much of the vocabulary looking quite distinct across bags.",16,16,0
348,banana,1,none noted,"Bag A primarily features forms with initial l-, lj-, liek/ljaːk/liak, and k-initial forms, while Bag B is highly diverse, with no clear recurring segmental patterns corresponding across bags. No plausible shared consonant-vowel skeletons or consistent segmental similarities are visible between multiple forms in both bags.",9,69,0
349,island,2,"Some possible overlaps in 'tau/ta:u/da:u' (bag_a) and 'malau/marau/auaua/amarau' (bag_b) with 'au' or 'au'-like sequences, but no clear, consistent pattern in onset or coda, and overall structural shapes diverge.","While both bags contain forms with similar vowel sequences like 'au', widespread systematic similarities or potential correspondences in the consonant and syllable structures are lacking. Surface resemblance in a couple shapes does not extend across the majority of forms in both bags.",10,51,0
350,cape,1,none noted,"No clear recurring segmental patterns or consonant/vowel skeletons can be detected across both bags. While bag_b shows some repeated elements (ŋɔŋɔ-, -ra, sura-, etc.), these do not align with any widespread shape in bag_a, which has a separate set of repeating forms (notably forms in -am or -ɛm in the 'tai' clade, and sequences like 'ta'), but no compelling cross-bag similarities.",14,54,0
351,finger,1,none noted,"The forms in bag_a cluster around recurrent shapes like 'lak', 'lɤk', 'niw', and 'fɨŋ', while bag_b features a very different set with longer, reduplicated, or compound forms such as 'wawa_baga', 'mana-mana_lima', and 'kwakikwaki-'. Segmental skeletons and syllable structures do not align in any widespread or recurring way across the sets, making hypothetical cognacy on shape alone very unpromising.",32,12,0
352,elbow,1,none noted,"Bag A is strongly dominated by CVN/similar + CVC types with many forms centering on s/k/j/n-initials and rimes such as -ok, -k, -n, but Bag B shows no clear recurrence of these shapes or segmental correspondences. Bag B mainly exhibits multisyllabic forms with CVCV or reduplicated patterns unrelated in overall phonological shape to those prevalent in Bag A, and widespread corresponding patterns are absent.",38,14,0
353,hairbody,1,none noted,"The segmental patterns in bag_a and bag_b are highly divergent. Bag_a features many syllabic forms dominated by nasal codas and sibilant or stop initials, such as 'tsən', 'sən', 'noŋ', 'khon', etc., whereas bag_b forms are dominated by sequences involving labials and liquids (e.g., 'rambut', 'volo', 'hulu'), and initial r-/h-/v- clusters or vowel-initial syllables. No widespread or recurring shape aligns between the two bags.",30,12,0
354,oldman,1,none noted,"The bags contain mostly dissimilar shapes. Bag A's forms often include tightly clustered onsets and codas, frequent use of 'pu', 'thau', 'kon', or 'ka-', and syllabic forms like 'la:u', while Bag B features more polysyllabic strings and longer structures, such as 'elemakule', 'tau_buruka', or 'taŋataʔeiki'. Recurrent patterns in one bag do not align with those in the other, and no consistent consonant or vowel skeletons recur across both.",26,16,0
355,oldwoman,2,"Very limited overlap in syllable or word shapes. Some CV(V) syllable patterns and a few pa-/pwa-, ja-/hā-, and v/v- forms in both bags, but these are generic shapes.","There are a handful of surface resemblances such as initial pa-/pwa- in both, and recurring ja- or hā- sequences, but these are isolated and match only generic CV shapes without clear widespread patterning. No strong evidence of systematic shape parallels across multiple items in both sets.",23,15,0
356,maternalauntmotherssister,2,"A few CV shapes and reduplicated (C)V sequences recur (e.g., pa/ma/na, mama, tete), but overall roots diverge and there is little wide systematic agreement.","There are a handful of possible shape overlaps such as 'pa', 'ma', 'na', and reduplication (as in 'mama', 'tete'), but most forms are quite distinct in consonant and vowel structure. The matches are isolated and do not show widespread cross-bag recurrence or strong patterns of segmental correspondence.",17,11,0
357,owl,1,none noted,"There is no apparent recurring segmental shape or consonant/vowel skeleton that appears in both bags. The forms in bag_a feature strong recurrence of items with 'kau', 'ma', 'meu', 'hu', 'nok', but these patterns are absent in bag_b. The phonological profiles are dissimilar overall.",24,7,0
358,rat,1,none noted,"The forms in bag_a are highly uniform (all n̥o or n̥õ variants), while bag_b exhibits a wide variety of segmental shapes and syllable structures. There are no recurring patterns or segmental similarities between the two bags, and no evidence of widespread similar shapes across both sets.",3,80,0
359,crocodile,1,none noted,"There are no salient or recurring patterns of consonant-vowel structure or segmental sequences that reappear widely in both bags. The overall segmental inventories and syllable structures look quite different, and potential matches appear accidental at best.",13,56,0
360,taro,1,none noted,"The word-forms in the first bag are dominated by CVC or CVCV structures with initial velar or glottal plus final -k, recurring in forms like 'ʔɣeːk', 'ʔɣaːk', and 'jaːk'. The second bag has much more diverse and often longer, polysyllabic forms with little resemblance to the CVC/CVK patterns of the first bag, and no clear recurring segmental skeleton across both. I do not observe promising, widespread shared shapes.",6,48,0
361,look,2,"Some overlap in syllable shapes (CVC, CV, CVV) and presence of nasal codas and initial nasals (e.g., 'ŋaŋ', 'nai', 'nau'), but no consistent or recurring phonological patterns across both bags.","While a few surface similarities exist, such as occasional use of nasal codas and certain syllable shapes, there is little evidence of systematic or recurring segmental forms shared by both bags. The forms diverge widely in structure and segmental content, making hypothetical cognacy on shape alone not very promising overall.",39,13,0
362,friend,1,none noted,"There is almost no overlap in the consonant/vowel skeletons between the two bags. Bag A shows repeated patterns with nasal codas and forms like paŋ~puŋ~phuŋ plus accompanying elements like jau~jou~ju, which do not appear in Bag B. Bag B is dominated by CV(N)V(N) structures with roots like 'kawan', 'hoaloha', and 'teman', which have no recurring segmental resemblance to the major patterns in Bag A.",39,11,0
363,carry,2,"Some recurrence of CV(C)V and CVV(C) patterns, and a few similar onsets such as m-, k-, t-, and occasional forms with -m (bag_a) and -ma / -mo (bag_b), but no strong or widespread matching of segmental skeletons across both bags.","Both bags generally favor simple syllable structures and a few onset segments (m-, k-, t-, p-) are weakly echoed, but overall there is little recurring segmental similarity between the two sets. The vowel and coda patterns diverge, and most superficially similar forms are isolated. Shape-based hypothetical cognacy seems rather unpromising between these sets.",31,13,0
364,buttocks,2,"Some kɔn/kun ~ koro/kunu, kum/kom/kɔm ~ kumu/lemu, but these matches are weak and inconsistent; no widespread recurring shapes across both bags.","Although there are a few superficial similarities, such as forms with initial k/kʰ/k or kun/kon in bag_a and kunu-/koro- in bag_b, and some weak resemblance between kom/kum/lemu, these patterns are not widespread nor robust across both bags. Most forms in both bags display distinct and non-overlapping phonological shapes, with little evidence for systematic correspondences or repeated segmental structures.",38,14,0
