comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id,an_source_concept_id
112,smokeexhaust,2,"Some nVm/nVm/wan/wanom matches; otherwise, overlap is weak and not systematic.","Both bags contain multiple forms with 'wan', 'wanom', 'wɔn', 'wanum' (bag_a: 'wan', 'wɔn', etc.; bag_b: 'wanom', 'wanum', etc.), which suggests a possible recurrent shape. Both also show forms with a final -m or -n in similar contexts. However, overall correspondences are sporadic, and a majority of forms in both bags have very different segmental structures. Thus, the chance of systematic cognacy on shape alone appears low but not impossible.",30,80,26,six
113,stand,2,"Some superficial overlap (e.g., CVN/CVN, presence of forms like 'jin', 'sin', 'in', 'tVn', 'zVn'), and both sets have forms featuring sibilant-initial syllables and nasals or velar codas, but recurring, systematic shape similarity is very sparse.","While both bags include syllabic shapes like (C)VN, and some s-initial and j-initial forms with final nasals (e.g., 'jin', 'sin', 'in'), overall the majority of forms in each bag do not align well segmentally, and recurring correspondences are lacking. Only isolated, generic resemblances exist; these shapes are not unusual cross-linguistically.",31,80,26,salt
114,sit,2,"Some resemblance in -ŋ final and CVŋ syllables; k/k/g and t/t correspondences occur, but are sporadic. Some su-/sui-/sul- and tu-/tui-/tuŋ items may hint at vague similarities.","Although both bags are diverse in form, there is a moderate recurrence of CVŋ shapes (such as naŋ, laŋ, coŋ, tsoŋ in bag_a and doŋ, monutuŋ, nuiŋ, tun|i in bag_b). Some initial s- and t-/tu- sequences may show superficial similarity. However, these patterns are not systematic or widespread enough for high confidence and likely include coincidences. Overall, only slight and sporadic resemblance is observed.",20,80,26,burn
115,louse,1,none noted,"The forms in bag_a are dominated by n-final and nasal-initial syllables such as 'nan', 'man', 'min', and 'tan', while bag_b contains many forms with initial and medial 'u', 'i', 'v', 'p', and 'f' clusters, especially prominent syllables like 'up', 'uf', 'yup', and 'vuo'. There is minimal overlap in the segmental skeletons or recurring forms between the two bags. No recurring, plausible correspondences or shape similarities were observed across both sets.",23,80,26,blowofwind
116,see,2,"A few forms with /nan/, /han/, /laŋ/, and /ran/ or similar nasal-final CVN sequences and liquid + N shapes in both bags, but these are not abundant or well-matched in most contexts; overall structure and consonant inventories diverge considerably.","There are isolated similarities like 'nan', nasal-final syllables, and occurrences of -an/-en/-ŋ endings in both bags, but broad correspondences or systematic recurring shapes are not convincing. Most forms do not align in consonant/vowel patterns, suggesting low but nonzero promise for hypothetical cognacy.",23,80,26,daynotnight
117,feather,1,none noted,"Bag A is dominated by CVn and CVC-shaped monosyllables (e.g., tsən, pun, khun, hun), often with a nasal coda, while Bag B overwhelmingly exhibits long, reduplicated, or polysyllabic forms with CVCV or CVCVCV structure and prominent /w, k, l, m/ segments. There are no salient recurring segmental shapes or root skeletons that appear in both bags, suggesting extremely weak promise for hypothetical cognacy based on shape alone.",24,80,26,spider
118,that,1,none noted,"There are no clear recurring segmental shapes or patterns present in both bags. Bag A features a concentration of forms with -an/-ən or -en codas and palatal onsets (e.g., cjen, kjɐn, kjen), while Bag B contains a more varied array of CV(C) and CVCVC forms with diverse onsets (e.g., baybay, lavək, awas, təsi) and no evident overlap. No widespread, systematic similarities in the phonological skeletons were observed.",21,80,26,sea
119,this,1,none noted,"The forms in bag_a are heavily dominated by sequences containing 'n', 'i', 'e', or 'əi', often with initial 'n-' or '-ni' structures, sometimes with 'k-' or similar short VC structures, and recurring vowel-glides. Bag_b shows a much greater diversity of segmental shapes and syllable patterns, and none of the salient shapes or consonant-vowel skeletons of bag_a appear to have recurrent analogues in bag_b. No promising shared shapes or widespread similarities were noted.",17,80,26,hold
120,belly,2,"Some weak recurrence of 'loŋ' (bag_a) and forms like 'loʔohai', 'lokori' (bag_b), minimal shared CV skeletons elsewhere.","Overall, the two bags show little widespread segregational similarity or recurring shape. There is a slight resemblance in forms beginning with 'l' and ending with a nasal or nasal-vowel, but these are isolated and not broadly supported across both bags. Most other forms do not exhibit clear or systematic segmental reflection.",11,80,26,forest
121,back,2,"Some overlap in simple CVC and disyllabic shapes, as well as initial ka-/pa- elements in both bags, but little consistent recurrence and no clear matched sequences are widespread in both.","While both bags feature a wide variety of forms, the most frequent elements in bag_a (notably lai/la:i/laŋ and pa/pai/pɜi) do not align well with any widespread recurring shapes in bag_b. Bag_b does have some recurrent initial ka-/pa- clusters and CVC forms, but these are common typologically, and only a few isolated items show surface resemblance to any bag_a forms. Overall, little evidence for systematic similarity in segmental patterns across both bags.",27,80,26,bite
122,house,1,none noted,"Bag A is dominated by forms with -an/-a:n, -ən, or -an finals (such as ba:n, la:n, jan, hən), and recurrent initials like l-, j-, h-, and b-. Bag B consists mostly of polysyllabic strings with clusters, frequent m- and ma- prefixes, and endings like -t, -k, -w, or open vowels, without clear recurring shapes matching Bag A's monosyllabic CVC or CVn structure. There is little plausible overlap in consonant/vowel patterns or recurrent shape across both bags to support hypothetical cognacy.",28,80,26,fearbeafraid
123,stone,1,none noted,"The forms in bag_a are overwhelmingly concentrated on VCn or CVCn shapes, particularly with a consistent -in or -ɪn/-in type ending, often preceded by palatal or voiced fricative initials. In contrast, bag_b features much longer, multi-syllabic and diverse root shapes, frequently with multiple vowels, glottals, and by-syllabic or trisyllabic forms. There are no convincing recurring segmental patterns or skeletons present in both bags.",20,80,26,far
124,spit,2,"Some syllable structures like 'tu', 'la', and 'na' appear in both bags, and a few forms show similar CV combinations (e.g., 'tupa', 'tubad', 'tumukpa' in bag_b vs. 'tu', 'nam', 'na:m', 'lam' in bag_a), but overall most forms differ considerably in shape and segmental makeup.","There are a handful of superficially similar syllables (such as 'tu', 'la', and 'na') and clusters like 'nam', 'lam', 'la:i', but these are common patterns and do not recur systematically across both bags. Most word forms otherwise diverge in consonant and vowel sequences, and no compelling widespread recurring shapes link the sets.",22,80,26,spit
125,rotten,2,"Some shared nasal-final and CVN/CVC structures (e.g., forms ending in -ŋ, -m, -p, -n), and a few matching onset clusters (na-, la-, ku-/gu-), but these are short forms and common cross-linguistically; no clear recurring complex shapes across both bags.","There are a few superficial matches like 'ran' vs 'ranem', nasal codas (-ŋ, -m) and some initial syllables (na-, la-, ku-/gu-). However, these elements are very common and could easily be accidental. There is no strong pattern of shared segmental skeletons that recur widely in both collections, suggesting low but not completely absent potential for hypothetical cognacy.",26,80,26,fog
126,dust,2,"Both bags show some recurring forms with initial 'm-', nasal + vowel + nasal/coda (e.g., 'mon', 'muk', 'mɛn', 'mot', 'mok' in bag_a; 'mspiʔ', 'masupi', 'memiti', 'moemiti', 'motoguinop', 'midi', etc. in bag_b). Some CVN shapes reappear, but no widespread, consistent shared root shapes or systematic correspondences.","While surface similarities exist, especially with forms beginning with 'm-' and certain CVN/CVC structures, these are common cross-linguistically. Recurring nasal-plus-vowel-plus-nasal/coda shapes could be coincidental. There are no robust, widespread root-like correspondences, so hypothetical cognacy looks weak on shape alone.",29,80,26,dreamsomething
127,correctright,2,"Some vague resemblance in CVCV structures (e.g., toi/toːi vs. toki/taa), possible nasal-final forms in both bags, but no clear, recurrent, complex shape matches.","While a few forms in both bags (e.g., toi/toːi in bag_a and toki/taa in bag_b) share simple CV or CVCV structures, and both bags show nasal-final forms, there is little evidence for widespread, specific, or recurring segmental shapes beyond these basic patterns. The overall shape overlap is superficial, so the score is low.",23,80,26,plantsomething
128,liedown,2,"Weak recurrence of CVN/CVN̪ and nasal-final forms (e.g., nan/nin/non vs. man/men/manik), and some token overlaps with CCVC, but most shapes differ widely.","A few nasal-final forms like 'nin', 'non', and similar (bag_a) can be weakly compared with 'man', 'mani', 'manik', and 'mɛn' (bag_b), suggesting a faint possibility, but overall consonant and vowel shapes differ significantly. Shared forms are not systematic or widespread, and there is little robust phonological overlap across the lists.",31,80,26,bird
129,how,1,none noted,"There is a lack of recurring phonological shapes or clear segmental patterns shared across multiple items in both bags. The forms do not show systematic correspondences or overlap in their consonant/vowel skeletons, resulting in a weak case for hypothetical cognacy.",40,80,26,in
130,blunt,1,none noted,"The segmental shapes in the two bags show little resemblance, with no clear recurring consonant-vowel skeletons or patterns widespread across both sets. Bag A centers around short CV(C) and CVC shapes with prominent nasals and stops, while Bag B has a broader variety of polysyllabic forms, sequences with complex onsets, and very little overlap in phonological structure.",37,80,26,belly
